ID,Beacon_Score,Mortgage_Balance,Services,Avg_Monthly_Transactions,Has_Payroll,Has_Investment,Has_Visa,VISA_balance,Has_Deposit,Not_Mortgage_Balance,Income,Age,Gender,Sector,Tenure_In_Months,City,TermInMonths,TermToMaturity,NumberOfParties,InterestRate,Type,not mortgage lending,deposit 
8043,810,254103.67,5,51,1,0,0,0,1,110682.37,NA,40,F,Regular,98,SURREY                                                                                              ,60,22,2,0.038,FixedTVariableR,38984.15446,71698.21554
409,802,161078.98,10,51,1,1,1,2247.333716,1,196838.45,NA,38,M,Staff,354,SURREY                                                                                              ,60,23,2,0.0254,FixedTFixedR,35671.23959,161167.2104
6553,744,283503.37,6,51,1,0,1,0,1,11041.73,NA,38,M,Regular,367,NORTH VANCOUVER                                                                                     ,60,16,2,0.04,FixedTVariableR,7101.71381,3940.01619
13101,727,593363.1,5,51,1,0,1,0,1,70837.32,NA,37,F,Regular,42,SURREY                                                                                              ,36,9,2,0.0269,FixedTFixedR,794.7944039,70042.5256
3007,725,151574.41,5,51,1,0,1,0,1,13530.51,132689.2765,36,M,Regular,110,SURREY                                                                                              ,60,8,1,0.0335,FixedTVariableR,7150.898242,6379.611758
2183,0,195561.44,5,51,1,0,1,1639.528739,1,4906.93,NA,35,M,Regular,400,NEW WESTMINSTER                                                                                     ,60,8,1,0.0269,FixedTFixedR,3286.71759,1620.21241
3972,792,185163.39,7,51,1,0,1,0,1,30443.31,NA,32,F,Regular,170,DELTA                                                                                               ,60,24,1,0.0254,FixedTFixedR,19827.85241,10615.45759
5192,723,331988.37,5,51,0,0,1,2555.830154,1,6591.15,NA,30,F,Regular,264,MAPLE RIDGE                                                                                         ,48,17,2,0.0299,FixedTFixedR,6536.677235,54.47276547
692,720,233434.09,4,51,1,0,1,1499.612712,1,3641.52,NA,28,M,Regular,130,NORTH VANCOUVER                                                                                     ,60,25,1,0.0269,FixedTFixedR,2532.622532,1108.897468
734,787,81219.66,6,51,1,0,1,0,1,4930.07,NA,23,M,Staff,151,SURREY                                                                                              ,60,16,1,0.0279,FixedTFixedR,423.929982,4506.140018
7341,803,4166996.69,7,50,0,1,0,0,1,293172.38,NA,76,F,Regular,307,CHILLIWACK                                                                                          ,60,18,2,0.0335,FixedTVariableR,197078.7336,96093.64642
12036,738,230749.12,7,50,1,0,1,0,1,16370.45,NA,76,F,Regular,197,CHILLIWACK                                                                                          ,60,18.5,1,0.0279,FixedTFixedR,14396.08412,1974.365881
2304,801,346845.73,6,50,1,0,1,0,1,50561.97,NA,75,M,Regular,419,LANGLEY                                                                                             ,60,13,2,0.0269,FixedTFixedR,15437.58631,35124.38369
4806,796,298557.48,5,50,1,0,1,0,1,22679.4,NA,75,F,Regular,111,VICTORIA                                                                                            ,60,8,2,0.034,FixedTVariableR,10309.84191,12369.55809
2972,720,782436.55,9,50,1,1,1,0,1,704521.75,NA,72,F,Regular,275,SURREY                                                                                              ,60,13.5,1,0.0365,FixedTVariableR,627439.4474,77082.30256
9315,752,113263.11,8,50,1,1,1,0,1,624739.87,NA,71,F,Regular,225,VICTORIA                                                                                            ,60,13,2,0.0345,FixedTVariableR,30380.57334,594359.2967
2716,682,142719.39,6,50,1,0,1,0,1,120061.52,NA,70,M,Regular,650,MAPLE RIDGE                                                                                         ,60,16.5,1,0.0269,FixedTFixedR,74234.16555,45827.35445
7103,760,321534.25,6,50,1,0,1,0,1,18975.33,NA,68,F,Regular,284,GABRIOLA                                                                                            ,60,11,1,0.0269,FixedTFixedR,13422.49127,5552.838731
11370,722,14760.44,2,50,0,0,0,0,1,16955.79,NA,68,F,Regular,270,PORT COQUITLAM                                                                                      ,36,5,1,0.0329,FixedTFixedR,6760.559783,10195.23022
4873,783,243735.61,8,50,1,1,1,0,1,124223.41,NA,67,F,Regular,366,PORT MOODY                                                                                          ,48,17.5,1,0.0329,FixedTFixedR,97740.84573,26482.56427
6571,813,36048.6,6,50,1,0,1,2111.883482,1,31830.93,NA,67,M,Regular,123,VANCOUVER                                                                                           ,60,24,1,0.0254,FixedTFixedR,7731.381974,24099.54803
696,805,181613.16,7,50,1,0,1,319.8427185,1,32064.81,NA,66,F,Regular,256,PORT COQUITLAM                                                                                      ,60,8.5,2,0.0279,FixedTFixedR,6229.831011,25834.97899
5960,755,268170.35,6,50,0,0,1,2152.277786,1,166867.77,225451.0258,66,M,Regular,444,COQUITLAM                                                                                           ,60,13,2,0.0385,FixedTVariableR,29847.91393,137019.8561
6334,846,707103.27,5,50,1,0,0,0,1,58450.57,NA,66,M,Regular,267,VANCOUVER                                                                                           ,60,23,1,0.0365,FixedTVariableR,50667.36897,7783.201025
1065,821,126944.12,8,50,1,1,1,0,1,310461.1,NA,65,M,Staff,390,PORT MOODY                                                                                          ,60,12,2,0.0237,OpenTFixedR,220859.3013,89601.79867
2358,702,2983382.53,4,50,1,0,0,0,1,45238.61,NA,65,F,Regular,484,VANCOUVER                                                                                           ,18,5.75,1.75,0.04,FixedTVariableR,27567.68999,17670.92001
7187,747,1957724,7,50,1,0,1,2378.072488,1,1173130.75,NA,64,F,Regular,255,EDMONTON                                                                                            ,48,5,2,0.0289,FixedTFixedR,883239.1906,289891.5594
2535,731,104871.39,4,50,1,0,0,0,1,2797.46,NA,63,M,Regular,227,LANGLEY                                                                                             ,60,16,2,0.0294,FixedTFixedR,1686.589695,1110.870305
5988,715,180312,5,50,1,0,1,474.5343132,1,47307.75,NA,63,F,Regular,303,MAPLE RIDGE                                                                                         ,60,19,1,0.0279,FixedTFixedR,28664.54828,18643.20172
12346,766,156794.96,3,50,1,0,0,0,1,974.01,NA,63,F,Regular,287,PITT MEADOWS                                                                                        ,60,12,2,0.0259,FixedTFixedR,66.05681975,907.9531803
13326,787,322478.71,8,50,1,1,1,2191.548181,1,223070.03,NA,63,M,Regular,39,DUNCAN                                                                                              ,60,21,2,0.0279,FixedTFixedR,148533.824,74536.20603
4044,805,17807.03,7,50,1,0,1,2196.795685,1,41725.63,NA,62,M,Regular,413,SURREY                                                                                              ,60,17,2,0.0284,FixedTFixedR,23511.21014,18214.41986
1601,821,51453.79,6,50,1,0,1,0,1,1264.82,NA,61,M,Regular,458,PORT COQUITLAM                                                                                      ,60,11,2,0.0259,FixedTFixedR,429.4534706,835.3665294
1630,726,315116.23,5,50,0,0,1,0,1,59351.11,NA,61,F,Regular,303,SURREY                                                                                              ,60,18,2,0.0279,FixedTFixedR,43929.33587,15421.77413
10485,726,113539.96,4,50,1,0,1,0,1,14261.42,NA,60,F,Regular,359,BURNABY                                                                                             ,54,14,1,0.0314,FixedTFixedR,11516.57006,2744.849941
9112,732,235649.76,7,50,1,1,1,0,1,134949.02,NA,58,M,Staff,357,MAPLE RIDGE                                                                                         ,60,2,2,0.025,OpenTFixedR,11346.5211,123602.4989
9428,801,114411.56,3,50,0,0,0,0,1,10003.15,NA,58,M,Regular,237,MISSION                                                                                             ,60,17,2,0.0294,FixedTFixedR,7393.234892,2609.915108
5223,771,653378.24,5,50,1,0,1,0,1,94180.63,NA,57,F,Regular,273,NEW WESTMINSTER                                                                                     ,60,15,2,0.0269,FixedTFixedR,91001.97041,3178.659589
7659,699,480118,5,50,0,0,1,1344.870987,1,73193.9,236772.7087,57,M,Regular,232,PITT MEADOWS                                                                                        ,60,4,2,0.024,FixedTVariableR,57338.24891,15855.65109
9481,832,11462.44,6,50,0,0,1,0,1,192093.19,NA,57,M,Regular,242,VANCOUVER                                                                                           ,60,11,2,0.0335,FixedTVariableR,24423.72086,167669.4691
3102,785,36097.7,8,50,1,1,1,0,1,296613.13,NA,56,F,Staff,271,VANCOUVER                                                                                           ,60,12,2,0.0237,OpenTFixedR,78200.31374,218412.8163
8505,785,443773.09,5,50,1,0,1,0,1,4360.06,NA,56,M,Regular,348,PORT COQUITLAM                                                                                      ,36,11,2,0.0269,FixedTFixedR,3367.585759,992.474241
7464,753,312894.17,6,50,1,0,1,0,1,41378.29,NA,55,M,Regular,290,LANGLEY                                                                                             ,60,10,1,0.0259,FixedTFixedR,20601.52572,20776.76428
11005,698,331341.65,5,50,0,1,1,2120.116024,1,38570.94,124295.6701,55,F,Regular,303,SURREY                                                                                              ,24,16,2,0.0344,FixedTFixedR,4932.376377,33638.56362
12376,747,924176.01,2,50,0,0,0,0,1,1830.7,NA,55,M,Regular,104,VICTORIA                                                                                            ,60,20.5,2,0.0279,FixedTFixedR,1209.769358,620.9306415
8048,784,517744.85,4,50,1,0,0,0,1,30460.49,NA,54,M,Regular,435,PITT MEADOWS                                                                                        ,60,10,2,0.0365,FixedTVariableR,22723.84191,7736.648092
8955,809,126622.07,6,50,1,0,1,642.1079028,1,19153.03,NA,54,F,Regular,255,SURREY                                                                                              ,60,17,2,0.0294,FixedTFixedR,17301.44982,1851.580185
1738,818,344395.77,6,50,1,0,1,288.6233092,1,144227.55,NA,53,F,Regular,425,VANCOUVER                                                                                           ,60,12,1,0.0259,FixedTFixedR,84029.53015,60198.01985
6979,818,295318.9,7,50,1,0,1,953.3053162,1,238050.03,NA,53,F,Staff,395,BURNABY                                                                                             ,60,12,2,0.0237,OpenTFixedR,26367.75416,211682.2758
900,660,222106.37,4,50,0,0,1,0,1,25451.3,NA,51,M,Regular,154,PITT MEADOWS                                                                                        ,60,14,1,0.0269,FixedTFixedR,11342.68469,14108.61531
8273,574,474941.12,4,50,0,0,1,0,1,15142.59,NA,51,F,Regular,286,RICHMOND                                                                                            ,60,12,4,0.0335,FixedTVariableR,3169.529799,11973.0602
10802,765,811506.09,5,50,1,0,0,0,1,65858.39,NA,51,M,Staff,260,RICHMOND                                                                                            ,60,18.5,2,0.0294,FixedTFixedR,27777.27047,38081.11953
634,728,203237.56,7,50,1,0,1,0,1,43830.44,NA,48,F,Regular,142,VANCOUVER                                                                                           ,60,9,1,0.0269,FixedTFixedR,22979.9735,20850.4665
5254,784,1190589.97,7,50,1,1,1,0,1,201439.85,NA,48,M,Regular,219,NORTH VANCOUVER                                                                                     ,60,18,2,0.038,FixedTVariableR,70596.63183,130843.2182
6686,715,556170.35,4,50,1,0,1,1673.782812,1,14832.55,NA,48,M,Regular,96,SQUAMISH                                                                                            ,60,16,1,0.0284,FixedTFixedR,4389.408734,10443.14127
5422,772,450129.34,5,50,0,0,1,0,1,41780.7,NA,47,M,Regular,221,MISSION                                                                                             ,60,21,1,0.0279,FixedTFixedR,28217.54138,13563.15862
234,804,256583.67,5,50,1,0,0,0,1,32197.8,NA,46,M,Regular,236,BURNABY                                                                                             ,60,4,2,0.0279,FixedTFixedR,3164.826693,29032.97331
5861,700,162549.09,6,50,1,0,1,0,1,495150.86,NA,46,F,Regular,418,SURREY                                                                                              ,12,6,1,0.0344,FixedTFixedR,248595.0314,246555.8286
540,776,369674.79,6,50,1,0,1,1304.36406,1,151749.85,NA,45,F,Regular,136,NEW WESTMINSTER                                                                                     ,60,5,2,0.0279,FixedTFixedR,11967.61321,139782.2368
7557,820,387614.47,6,50,1,0,0,0,1,23617.8,NA,45,M,Regular,419,BURNABY                                                                                             ,84,9,2,0.0361,FixedTFixedR,7547.256418,16070.54358
588,739,1409447.07,4,50,0,0,0,0,1,52108.59,NA,44,M,Regular,95,VANCOUVER                                                                                           ,60,24,2,0.0395,FixedTVariableR,37118.8567,14989.7333
3559,801,403095.67,7,50,1,1,1,716.9135042,1,53781.13,NA,44,F,Regular,137,RICHMOND                                                                                            ,60,11,2,0.0335,FixedTVariableR,13752.21005,40028.91995
1841,777,14020.12,6,50,1,0,1,806.3887449,1,91256.63,NA,43,F,Regular,350,MAPLE RIDGE                                                                                         ,24,7,2,0.0299,FixedTFixedR,71840.38602,19416.24398
8452,778,245941.46,5,50,1,0,1,0,1,4354,NA,42,M,Regular,55,VANCOUVER                                                                                           ,60,4,1,0.0269,FixedTFixedR,1187.865544,3166.134456
2035,781,745718.02,5,50,1,0,0,0,1,8297.42,NA,41,F,Regular,101,COQUITLAM                                                                                           ,60,25,1,0.0259,FixedTFixedR,2990.54647,5306.87353
9083,658,358611.53,4,50,0,0,1,2238.412395,1,52569.92,NA,41,F,Regular,203,PENDER ISLAND                                                                                       ,60,3,2,0.0289,FixedTFixedR,18203.0887,34366.8313
7989,782,588470.86,3,50,0,0,0,0,1,87106.46,NA,40,F,Regular,156,PITT MEADOWS                                                                                        ,60,16,2,0.0269,FixedTFixedR,86820.30008,286.1599232
1135,702,418570.84,8,50,1,1,1,0,1,182648.73,NA,39,M,Staff,165,VANCOUVER                                                                                           ,60,7,1,0.0269,FixedTFixedR,47813.85889,134834.8711
12029,756,339353.06,6,50,1,0,0,0,1,25588.6,NA,38,M,Regular,48,PORT COQUITLAM                                                                                      ,60,13,1,0.0335,FixedTVariableR,15010.3101,10578.2899
2016,791,328306.4,6,50,1,0,1,33.17153233,1,12536.46,NA,37,M,Regular,484,COQUITLAM                                                                                           ,60,2,4,0.0299,FixedTFixedR,10198.6342,2337.825798
8562,719,339683.1,5,50,0,0,1,1579.508567,1,412877.95,NA,34,F,Regular,279,VANCOUVER                                                                                           ,60,24,2,0.027,FixedTFixedR,288393.9404,124484.0096
8182,660,85389.65,5,50,1,0,0,0,1,10501.78,NA,32,F,Regular,350,COQUITLAM                                                                                           ,60,12,1,0.0345,FixedTVariableR,6140.663661,4361.116339
11289,765,262153.38,6,50,1,0,1,0,1,28719.68,NA,22,F,Regular,199,CHILLIWACK                                                                                          ,60,22,2,0.0279,FixedTFixedR,20254.05235,8465.627654
12317,729,140097.04,4,49,1,0,1,591.4934972,1,11762.01,NA,72,M,Regular,419,SURREY                                                                                              ,60,9,2,0.0269,FixedTFixedR,6511.169561,5250.840439
1552,793,65566.17,3,49,1,0,0,0,1,1845.14,NA,71,F,Regular,361,LANGLEY                                                                                             ,60,9,2,0.0269,FixedTFixedR,98.98155959,1746.15844
2496,790,327289.14,4,49,1,0,1,0,1,4611.29,NA,71,M,Regular,143,KAMLOOPS                                                                                            ,60,7,4,0.0269,FixedTFixedR,2256.820632,2354.469368
590,826,70293.31,4,49,1,0,0,0,1,2805.15,NA,68,F,Regular,340,CHILLIWACK                                                                                          ,60,10,2,0.0269,FixedTFixedR,258.401035,2546.748965
4210,815,17691.03,8,49,1,1,1,915.8413178,1,102881.08,NA,67,F,Regular,139,NORTH VANCOUVER                                                                                     ,60,14,1,0.0269,FixedTFixedR,88303.89343,14577.18657
1913,836,96620.01,7,49,1,0,1,1089.057664,1,81553.13,NA,66,M,Regular,224,MAPLE RIDGE                                                                                         ,60,13,2,0.0269,FixedTFixedR,27292.91743,54260.21257
6691,831,270979.69,5,49,1,0,0,0,1,178774,NA,66,F,Regular,449,SURREY                                                                                              ,60,18,2,0.0269,FixedTFixedR,58761.99734,120012.0027
8087,731,30487.32,6,49,1,0,1,0,1,69218.62,NA,66,M,Regular,82,NEW WESTMINSTER                                                                                     ,48,25,2,0.0309,FixedTFixedR,6568.768442,62649.85156
8782,740,114379.31,4,49,0,0,1,0,1,1012174.48,NA,66,F,Regular,57,PORT MOODY                                                                                          ,60,21,2,0.033,OpenTVariableR,675861.0436,336313.4364
991,795,241401.44,7,49,1,1,1,367.256167,1,59404.28,NA,65,M,Regular,302,VICTORIA                                                                                            ,60,17,1,0.0284,FixedTFixedR,32759.49304,26644.78696
2399,791,692883.37,10,49,1,1,1,0,1,439161.27,NA,65,F,Regular,359,BURNABY                                                                                             ,60,2,3,0.0299,FixedTFixedR,144490.7215,294670.5485
862,764,217438.58,5,49,1,0,1,0,1,29066.45,NA,64,M,Regular,294,LANGLEY                                                                                             ,60,7,2,0.0279,FixedTFixedR,13771.9515,15294.4985
3448,759,138260.76,6,49,1,0,1,0,1,441309.78,NA,63,M,Regular,437,SURREY                                                                                              ,60,8,2,0.0269,FixedTFixedR,387189.1105,54120.66949
9172,765,215149.67,6,49,1,0,1,1911.052296,1,19151.88,NA,63,F,Regular,183,CHILLIWACK                                                                                          ,60,17,2,0.0294,FixedTFixedR,14373.70991,4778.170089
12109,760,121150.91,5,49,1,0,1,0,1,48247.9,NA,63,M,Regular,429,CHILLIWACK                                                                                          ,60,7,2,0.0269,FixedTFixedR,39812.23477,8435.665235
12653,624,594286.73,6,49,1,1,1,310.7949015,1,13761.15,NA,63,M,Regular,110,SURREY                                                                                              ,60,14.5,2,0.04,FixedTVariableR,10665.70408,3095.445923
4438,793,479366.1,6,49,1,0,0,0,1,110933.63,NA,61,F,Regular,262,MAPLE RIDGE                                                                                         ,60,5.5,2,0.0279,FixedTFixedR,34942.20563,75991.42437
6384,800,169589.82,6,49,0,0,1,2113.583015,1,427584.13,NA,61,M,Regular,339,SURREY                                                                                              ,60,15,2,0.0385,FixedTVariableR,241776.2382,185807.8918
12141,797,128136.11,7,49,1,0,1,1798.382632,1,29422.18,NA,61,M,Regular,257,BURNABY                                                                                             ,60,25,1,0.0269,FixedTFixedR,13766.45674,15655.72326
684,775,143631.96,4,49,1,0,1,0,1,2566.94,NA,60,F,Regular,113,SURREY                                                                                              ,60,8,1,0.0335,FixedTVariableR,1883.321681,683.6183193
3880,788,506727.61,4,49,0,0,1,0,1,30877.74,NA,60,M,Regular,77,VANCOUVER                                                                                           ,60,16,2,0.0279,FixedTFixedR,14594.3096,16283.4304
10272,686,675100.29,5,49,1,0,1,1889.029108,1,20514.65,NA,60,M,Regular,174,SURREY                                                                                              ,60,16,2,0.0385,FixedTVariableR,19808.36606,706.2839441
4608,745,2197108.33,8,49,1,1,1,1528.803317,1,174474.36,NA,59,M,Regular,473,COQUITLAM                                                                                           ,60,11.5,2,0.035,FixedTVariableR,43975.35814,130499.0019
726,730,439273.28,6,49,1,1,1,1669.997421,1,141191.93,NA,58,F,Regular,456,VANCOUVER                                                                                           ,60,18,2,0.0395,FixedTVariableR,6927.493886,134264.4361
10911,769,226681.42,6,49,1,0,1,2274.562876,1,16816.91,NA,58,M,Regular,134,LANGLEY                                                                                             ,60,6,1,0.0269,FixedTFixedR,15884.9593,931.9507032
463,694,519649.44,9,49,1,1,1,0,1,443488.99,NA,57,F,Regular,447,PORT MOODY                                                                                          ,60,11.5,1,0.0279,FixedTFixedR,119759.8256,323729.1644
4320,835,257904.69,7,49,1,1,0,0,1,74129.2,NA,57,M,Regular,111,PORT COQUITLAM                                                                                      ,60,11.5,3,0.0385,FixedTVariableR,4065.942797,70063.2572
2357,780,482005.63,5,49,0,1,0,0,1,127755.43,NA,56,M,Regular,324,DELTA                                                                                               ,60,14,2,0.0375,FixedTVariableR,91564.26705,36191.16295
6046,787,187095.13,6,49,0,0,1,2572.543748,1,107791.7,NA,55,M,Regular,144,NORTH VANCOUVER                                                                                     ,60,7,2,0.0269,FixedTFixedR,78747.63024,29044.06976
7202,804,54030.69,6,49,1,0,1,1081.395099,1,90315.14,NA,55,M,Regular,257,NORTH VANCOUVER                                                                                     ,60,5,2,0.0279,FixedTFixedR,70467.4079,19847.7321
825,748,123445.42,6,49,1,0,1,2188.094239,1,320709.27,NA,54,M,Regular,390,VANCOUVER                                                                                           ,60,22,2,0.0365,FixedTVariableR,147092.2925,173616.9775
205,798,262022.16,6,49,1,0,1,0,1,134201.45,NA,53,F,Regular,473,RICHMOND                                                                                            ,60,6,2,0.0335,FixedTVariableR,96231.43634,37970.01366
3206,814,68129.18,4,49,1,0,1,0,1,4793.41,NA,53,F,Regular,392,SURREY                                                                                              ,60,17,1,0.0284,FixedTFixedR,3015.642859,1777.767141
3644,685,410519.36,5,49,1,0,1,0,1,96151.18,14503.1395,53,M,Regular,163,VANCOUVER                                                                                           ,60,6,2,0.0279,FixedTFixedR,12504.78118,83646.39882
4233,782,215293.97,4,49,0,0,1,0,1,22557.86,NA,53,F,Regular,297,VANCOUVER                                                                                           ,60,9.4,2,0.04,FixedTVariableR,21884.28966,673.5703399
6235,827,442337.51,5,49,1,0,0,0,1,70003.34,NA,53,F,Regular,417,NEW WESTMINSTER                                                                                     ,60,21,2,0.0385,FixedTVariableR,19221.21549,50782.12451
3872,749,102532.3,3,49,1,0,0,0,1,56229.89,NA,52,F,Regular,385,ABBOTSFORD                                                                                          ,60,6,1,0.0279,FixedTFixedR,12598.87442,43631.01558
69,787,228538.87,6,49,1,1,1,0,1,140065.02,NA,51,M,Regular,256,VANCOUVER                                                                                           ,60,23,2,0.0259,FixedTFixedR,73353.77281,66711.24719
3607,716,522994.97,5,49,1,0,1,1995.606426,1,36414.04,NA,50,M,Regular,201,SURREY                                                                                              ,60,13,2,0.0279,FixedTFixedR,6996.716088,29417.32391
9091,760,1167331.69,5,49,1,0,1,93.38410017,1,181664.81,NA,50,M,Regular,53,WEST VANCOUVER                                                                                      ,60,14,2,0.0284,FixedTFixedR,66702.53157,114962.2784
3594,717,570435.72,6,49,1,0,1,527.0572421,1,20550.99,NA,49,M,Regular,285,VANCOUVER                                                                                           ,42,11,2,0.0299,FixedTFixedR,10090.79884,10460.19116
5395,788,441248.64,4,49,1,0,0,0,1,62276.76,NA,49,M,Regular,157,VICTORIA                                                                                            ,60,6,2,0.0269,FixedTFixedR,53138.9823,9137.777704
13796,760,475042.95,5,49,0,0,1,0,1,33468.39,NA,49,M,Regular,6,SURREY                                                                                              ,12,5,1,0.0324,FixedTFixedR,13153.88925,20314.50075
5764,824,59649.47,7,49,1,1,0,0,1,191549.22,NA,48,F,Regular,231,VANCOUVER                                                                                           ,60,13,2,0.0279,FixedTFixedR,163176.8256,28372.39437
12251,669,532681.22,7,49,1,0,1,2206.709233,1,52148.6,NA,48,F,Regular,161,PORT COQUITLAM                                                                                      ,36,21,2,0.0314,FixedTFixedR,12077.09348,40071.50652
11839,784,380710.51,7,49,1,0,1,423.6671875,1,21269.77,NA,47,F,Staff,352,VANCOUVER                                                                                           ,60,8,1,0.0259,FixedTFixedR,3757.911975,17511.85802
12657,670,438022.24,4,49,0,0,1,1770.34429,1,362814.29,NA,47,F,Regular,115,VANCOUVER                                                                                           ,60,2,2,0.0299,FixedTFixedR,310480.7708,52333.51917
2327,841,178243.63,6,49,1,0,1,0,1,138758.71,NA,46,M,Regular,248,BURNABY                                                                                             ,60,13,2,0.0355,FixedTVariableR,58526.66456,80232.04544
5582,802,209882.14,5,49,1,0,1,1674.076216,1,123541.86,NA,46,F,Regular,231,MAPLE RIDGE                                                                                         ,60,15,2,0.0299,FixedTFixedR,49752.36782,73789.49218
629,792,585018.08,5,49,1,0,1,0,1,4632.84,NA,42,F,Regular,186,NORTH VANCOUVER                                                                                     ,60,17,2,0.04,FixedTVariableR,782.0425747,3850.797425
8593,771,826320.62,4,49,0,0,1,622.4177331,1,12746.55,NA,42,M,Regular,138,VICTORIA                                                                                            ,51,15,2,0.0334,FixedTFixedR,3110.174683,9636.375317
12985,785,676729.17,3,49,0,0,0,0,1,90389.43,NA,42,F,Regular,44,NORTH SAANICH                                                                                       ,60,16,2,0.0284,FixedTFixedR,42507.26716,47882.16284
5054,667,572570.61,4,49,1,0,1,0,1,15350.06,NA,40,F,Regular,135,SURREY                                                                                              ,24,15,2,0.0304,FixedTFixedR,8195.681036,7154.378964
6530,792,1050908.94,3,49,1,0,0,0,1,104856.68,NA,39,M,Staff,190,BURNABY                                                                                             ,60,2,2,0.034,FixedTVariableR,87858.68283,16997.99717
10531,629,801003.56,6,49,1,0,1,0,1,13016.23,NA,38,M,Regular,226,SQUAMISH                                                                                            ,60,15,2,0.0375,FixedTVariableR,8430.265335,4585.964665
7995,796,99797.23,7,49,1,1,1,0,1,62897.9,NA,37,M,Regular,392,TORONTO                                                                                             ,60,19,1,0.037,FixedTVariableR,15946.69588,46951.20412
6,815,360226.24,4,49,1,0,0,0,1,7613.42,NA,36,M,Regular,407,SQUAMISH                                                                                            ,60,5,2,0.0279,FixedTFixedR,1451.444258,6161.975742
9415,713,378657,5,49,1,0,1,0,1,3144.04,NA,35,M,Regular,103,LANGFORD                                                                                            ,60,17,3,0.027,FixedTVariableR,863.5737131,2280.466287
268,724,475353.82,4,49,0,0,1,0,1,28238.71,NA,33,F,Regular,179,SURREY                                                                                              ,60,5,2,0.0355,FixedTVariableR,2661.332412,25577.37759
9103,617,149133.2,5,49,1,0,1,0,1,753.61,NA,27,M,Regular,55,SURREY                                                                                              ,60,4,2,0.0279,FixedTFixedR,452.7255271,300.8844729
8152,778,155932.53,5,48,1,0,1,2441.63906,1,83201.55,NA,76,M,Regular,382,NEW WESTMINSTER                                                                                     ,24,8,1,0.0319,FixedTFixedR,81577.91526,1623.634736
4989,778,61358.55,5,48,1,0,1,0,1,2883.85,298733.3066,74,F,Regular,478,SURREY                                                                                              ,60,12.5,1,0.0294,FixedTFixedR,2863.527805,20.32219477
3956,797,39890.51,6,48,1,1,1,809.883385,1,248757.81,86762.18071,73,M,Regular,285,NEW WESTMINSTER                                                                                     ,60,11,1,0.0269,FixedTFixedR,174244.5535,74513.25646
7563,697,231269.22,8,48,1,0,1,386.7333286,1,182637.3,NA,72,F,Regular,218,BURNABY                                                                                             ,48,16,2,0.0339,FixedTFixedR,70122.06541,112515.2346
11432,700,228017.11,5,48,1,0,1,2012.712515,1,4458.08,NA,72,F,Regular,342,MISSION                                                                                             ,12,3,1,0.0364,FixedTFixedR,3753.493564,704.5864358
12349,789,94408.96,5,48,1,0,1,1061.54414,1,43848.61,NA,72,M,Regular,419,DELTA                                                                                               ,36,24,1,0.0309,FixedTFixedR,579.7544173,43268.85558
12397,779,101805.04,5,48,1,0,0,0,1,3046.17,NA,70,F,Regular,419,VICTORIA                                                                                            ,60,15,2,0.0294,FixedTFixedR,613.2441088,2432.925891
1979,655,316287.16,4,48,1,0,0,0,1,4704.47,NA,68,M,Regular,256,ABBOTSFORD                                                                                          ,60,9.5,2,0.0345,FixedTVariableR,874.966243,3829.503757
2901,699,76318.16,6,48,1,0,1,1494.390128,1,65301.01,NA,67,M,Regular,435,WEST VANCOUVER                                                                                      ,60,13,2,0.0279,FixedTFixedR,38968.15323,26332.85677
13566,749,143560.78,3,48,1,0,0,0,1,9982,NA,67,F,Regular,25,CHILLIWACK                                                                                          ,48,23,2,0.0294,FixedTFixedR,2475.501177,7506.498823
10031,801,10631.91,7,48,1,1,1,688.2222151,1,112048.18,NA,64,F,Regular,497,NEW WESTMINSTER                                                                                     ,60,8,1,0.0269,FixedTFixedR,41220.6986,70827.4814
1773,672,220386.24,5,48,0,0,1,434.7810278,1,47492.7,NA,63,F,Regular,204,WEST VANCOUVER                                                                                      ,60,21,1,0.0305,FixedTVariableR,37005.03172,10487.66828
3627,685,546890.27,2,48,0,0,0,0,1,99.16,NA,63,M,Regular,164,NORTH VANCOUVER                                                                                     ,60,19,2,0.0279,FixedTFixedR,15.56486717,83.59513283
5849,755,259375.96,5,48,1,0,1,2053.389461,1,15474,NA,63,M,Regular,305,VANCOUVER                                                                                           ,60,13.66666667,1,0.0385,FixedTVariableR,14231.03533,1242.964667
3641,799,466166.56,5,48,0,0,0,0,1,86846.23,NA,62,M,Regular,193,SURREY                                                                                              ,48,22,1,0.0295,FixedTFixedR,59315.96264,27530.26736
4753,802,473109.46,8,48,1,1,0,0,1,64661.46,NA,62,F,Regular,206,COQUITLAM                                                                                           ,60,11,2,0.0299,FixedTFixedR,3973.726732,60687.73327
5951,760,566751.21,6,48,0,1,1,0,1,109888.88,NA,59,F,Regular,419,PITT MEADOWS                                                                                        ,60,12,2,0.0294,FixedTFixedR,97216.32086,12672.55914
499,790,120262.44,6,48,1,1,0,0,1,42573.22,NA,58,F,Regular,314,NORTH VANCOUVER                                                                                     ,36,10,2,0.0284,FixedTFixedR,26811.56925,15761.65075
937,792,134473.94,7,48,1,0,1,2433.763586,1,84464.93,NA,58,M,Regular,188,NORTH VANCOUVER                                                                                     ,12,10,3,0.0374,FixedTFixedR,5451.366563,79013.56344
