ID,Beacon_Score,Mortgage_Balance,Avg_Monthly_Transactions,Has_Payroll,Has_Investment,Has_Visa,VISA_balance,Has_Deposit,Not_Mortgage_Balance,Services,Tenure_In_Months,TermInMonths,TermToMaturity,InterestRate,Closing_status,Cluster,PCA1,PCA2,Cluster_Label
10227,682,274471.0,25,1,1,0,0.0,1,32646.0,4,176.0,24,10.0,0.0385,0,3,0.481054597390853,3.1238683445061604,"Moderate Activity, Moderate Mortgage"
10289,827,901030.0,111,1,0,1,2148.674206,1,212357.0,8,61.0,48,10.5,0.0309,0,4,3.3199993254737583,-1.9029103570890336,"High Activity, Very High Mortgage"
10506,807,210808.0,3,0,0,1,0.0,1,20062.0,2,61.0,60,25.0,0.0269,0,0,-1.7861095748573166,-1.3362140634145598,"Low Activity, High Credit Score"
10339,744,202971.0,88,1,0,1,0.0,1,117922.0,7,298.0,60,7.0,0.0279,0,5,2.379011973684954,-0.21277840637135242,"High Activity, Low Mortgage"
10301,356,301430.0,1,0,0,0,0.0,1,51864.0,3,61.0,24,12.0,0.0304,0,6,-2.409912096849622,1.4379544836757157,"Low Activity, Low Credit Score"
10150,766,648642.0,6,1,0,1,0.0,1,409131.0,5,123.0,60,15.0,0.0279,0,1,0.9768098803358362,-1.6804358289537937,"Moderate Activity, High Mortgage"
10022,809,51512.9,46,1,1,0,0.0,1,207641.47,6,416.0,60,17.0,0.0279,1,5,1.9723711725673545,1.0931650867511045,"High Activity, Low Mortgage"
10200,356,301434.0,1,0,0,0,0.0,1,51865.0,3,61.0,24,12.0,0.0304,0,6,-2.409909923072324,1.4379495259677955,"Low Activity, Low Credit Score"
10639,744,202975.0,88,1,0,1,0.0,1,117924.0,7,298.0,60,7.0,0.0279,0,5,2.3790158316868135,-0.21278534533371155,"High Activity, Low Mortgage"
10607,807,210814.0,3,0,0,1,0.0,1,20064.0,2,61.0,60,25.0,0.0269,0,0,-1.7861054720790865,-1.3362224906036597,"Low Activity, High Credit Score"
10591,446,1509775.0,4,0,0,0,0.0,1,96904.0,2,36.0,60,25.0,0.0259,0,6,-2.5818619305046804,-1.5802276649621896,"Low Activity, Low Credit Score"
10270,767,402157.0,1,0,0,0,0.0,1,260.0,1,41.0,60,16.0,0.0385,0,0,-1.8977822874355796,0.8627645666799093,"Low Activity, High Credit Score"
10671,827,901040.0,111,1,0,1,2148.674206,1,212360.0,8,61.0,48,10.5,0.0309,0,4,3.3200056020292883,-1.9029237419860547,"High Activity, Very High Mortgage"
10615,682,274482.0,25,1,1,0,0.0,1,32650.0,4,176.0,24,10.0,0.0385,0,3,0.4810626805591271,3.1238522342413293,"Moderate Activity, Moderate Mortgage"
10139,682,274483.0,25,1,1,0,0.0,1,32650.0,4,176.0,24,10.0,0.0385,0,3,0.4810628029473121,3.1238514901279593,"Moderate Activity, Moderate Mortgage"
10602,762,576144.0,5,0,0,1,0.0,1,55621.0,2,56.0,60,25.0,0.0259,0,0,-1.777122221644561,-1.7604466684136202,"Low Activity, High Credit Score"
10624,682,274484.0,25,1,1,0,0.0,1,32650.0,4,176.0,24,10.0,0.0385,0,3,0.4810629253354966,3.1238507460145883,"Moderate Activity, Moderate Mortgage"
9991,460,930511.4,1,0,0,0,0.0,1,12910.99,2,35.0,48,23.5,0.0314,1,6,-2.701768694951264,-0.16284159599911344,"Low Activity, Low Credit Score"
10349,811,51737.0,46,1,1,0,0.0,1,207709.0,6,417.0,60,17.0,0.0279,0,5,1.9784644217297778,1.0946540664224305,"High Activity, Low Mortgage"
10055,555,310750.69,1,0,0,0,0.0,1,282.03,2,35.0,60,25.0,0.0269,1,6,-2.7128143584797746,-0.4256880341534552,"Low Activity, Low Credit Score"
10683,557,310977.0,1,0,0,0,0.0,1,350.0,2,36.0,60,25.0,0.0269,0,6,-2.7067200977806554,-0.4242015707246309,"Low Activity, Low Credit Score"
10611,717,1247744.0,44,1,0,1,1778.468099,1,15475.0,7,273.0,60,16.0,0.0385,0,4,2.459285578606587,-1.2121885905017595,"High Activity, Very High Mortgage"
10632,766,648658.0,6,1,0,1,0.0,1,409136.0,5,123.0,60,15.0,0.0279,0,1,0.9768202596695948,-1.6804576410399141,"Moderate Activity, High Mortgage"
10224,682,274490.0,25,1,1,0,0.0,1,32652.0,4,176.0,24,10.0,0.0385,0,3,0.4810670281137263,3.123842318825489,"Moderate Activity, Moderate Mortgage"
10209,807,210828.0,3,0,0,1,0.0,1,20068.0,2,61.0,60,25.0,0.0269,0,0,-1.7860970217462582,-1.3362408332086007,"Low Activity, High Credit Score"
10478,771,1202216.0,135,1,1,1,0.0,1,10199.0,5,101.0,60,5.0,0.0345,0,2,2.591468114307366,0.13977582362713767,"High Activity, High Mortgage"
9993,444,1509560.39,4,0,0,0,0.0,1,96839.51,2,35.0,60,25.0,0.0259,1,6,-2.587948898160566,-1.581729729282894,"Low Activity, Low Credit Score"
10428,817,360457.0,49,1,0,0,0.0,1,7683.0,4,408.0,60,5.0,0.0385,0,5,1.5582374579754614,2.1281030047495717,"High Activity, Low Mortgage"
10420,717,1247750.0,44,1,0,1,1778.468099,1,15477.0,7,273.0,60,16.0,0.0385,0,4,2.4592896813848166,-1.2121970176908592,"High Activity, Very High Mortgage"
10504,807,210833.0,3,0,0,1,0.0,1,20070.0,2,61.0,60,25.0,0.0269,0,0,-1.7860930413562142,-1.33624851628433,"Low Activity, High Credit Score"
10670,570,610493.0,97,0,1,1,508.0,1,4396.0,6,79.0,60,16.0,0.0279,0,2,0.6712614637865228,-0.9236008982407401,"High Activity, High Mortgage"
10589,462,930747.0,1,0,0,0,0.0,1,12982.0,2,36.0,48,23.5,0.0314,0,6,-2.695668177223246,-0.16136806839699422,"Low Activity, Low Credit Score"
10015,354,301220.19,1,0,0,0,0.0,1,51801.17,3,60.0,24,12.0,0.0304,1,6,-2.415995681229452,1.4364455587284646,"Low Activity, Low Credit Score"
10083,680,274263.55,25,1,1,0,0.0,1,32584.34,4,175.0,24,10.0,0.0385,1,3,0.4749732723898757,3.122355345383659,"Moderate Activity, Moderate Mortgage"
10256,766,648672.0,6,1,0,1,0.0,1,409140.0,5,123.0,60,15.0,0.0279,0,1,0.9768287100024236,-1.6804759836448548,"Moderate Activity, High Mortgage"
10073,568,610258.05,97,0,1,1,508.0,1,4325.65,6,78.0,60,16.0,0.0279,1,2,0.6651621371990339,-0.9250762171444797,"High Activity, High Mortgage"
10075,460,930511.4,1,0,0,0,0.0,1,12910.99,2,35.0,48,23.5,0.0314,1,6,-2.701768694951264,-0.16284159599911344,"Low Activity, Low Credit Score"
10541,766,648675.0,6,1,0,1,0.0,1,409141.0,5,123.0,60,15.0,0.0279,0,1,0.9768307613915387,-1.6804801972394054,"Moderate Activity, High Mortgage"
10675,771,1202233.0,135,1,1,1,0.0,1,10204.0,5,101.0,60,5.0,0.0345,0,2,2.59147861602931,0.13975326742764738,"High Activity, High Mortgage"
10650,766,648677.0,6,1,0,1,0.0,1,409141.0,5,123.0,60,15.0,0.0279,0,1,0.9768310061679077,-1.6804816854661462,"Moderate Activity, High Mortgage"
10079,760,575923.87,5,0,0,1,0.0,1,55555.0,2,55.0,60,25.0,0.0259,1,0,-1.7832124080623122,-1.761941633534319,"Low Activity, High Credit Score"
10576,570,610506.0,97,0,1,1,508.0,1,4400.0,6,79.0,60,16.0,0.0279,0,2,0.6712697917311671,-0.923618496732311,"High Activity, High Mortgage"
10346,811,51761.0,46,1,1,0,0.0,1,207716.0,6,417.0,60,17.0,0.0279,0,5,1.9784791486181357,1.094622338920469,"High Activity, Low Mortgage"
10441,766,648681.0,6,1,0,1,0.0,1,409142.0,5,123.0,60,15.0,0.0279,0,1,0.9768331799452079,-1.6804866431740673,"Moderate Activity, High Mortgage"
10082,715,1247516.94,44,1,0,1,1778.468099,1,15406.83,7,272.0,60,16.0,0.0385,1,4,2.453190889271418,-1.2136740995946675,"High Activity, Very High Mortgage"
10069,765,401940.02,1,0,0,0,0.0,1,194.8366667,1,40.0,60,16.0,0.0385,1,0,-1.903870679195946,0.8612655999524816,"Low Activity, High Credit Score"
10039,815,360226.24,49,1,0,0,0.0,1,7613.42,4,407.0,60,5.0,0.0385,1,5,1.5521399410473786,2.1266230424448924,"High Activity, Low Mortgage"
10484,463,930765.0,1,0,0,0,0.0,1,12987.0,2,36.0,48,23.5,0.0314,0,6,-2.693966201930193,-0.16140585680279945,"Low Activity, Low Credit Score"
10627,683,274519.0,25,1,1,0,0.0,1,32661.0,4,176.0,24,10.0,0.0385,0,3,0.4827770865750532,3.1237884201548534,"Moderate Activity, Moderate Mortgage"
10173,768,402196.0,1,0,0,0,0.0,1,272.0,1,41.0,60,16.0,0.0385,0,0,-1.896065952418724,0.8626972831122545,"Low Activity, High Credit Score"
10310,808,210857.0,3,0,0,1,0.0,1,20077.0,2,61.0,60,25.0,0.0269,0,0,-1.7843869632849318,-1.3362947318792355,"Low Activity, High Credit Score"
10076,555,310750.69,1,0,0,0,0.0,1,282.03,2,35.0,60,25.0,0.0269,1,6,-2.7128143584797746,-0.4256880341534552,"Low Activity, Low Credit Score"
10221,808,210859.0,3,0,0,1,0.0,1,20078.0,2,61.0,60,25.0,0.0269,0,0,-1.7843850342840017,-1.336298201360415,"Low Activity, High Credit Score"
10374,764,118673.0,2,0,0,0,0.0,1,402.0,1,39.0,48,10.0,0.0385,0,0,-1.8098396399942172,1.7244953648410364,"Low Activity, High Credit Score"
10162,767,648694.0,6,1,0,1,0.0,1,409146.0,5,123.0,60,15.0,0.0279,0,1,0.9785328590727758,-1.6805187297585806,"Moderate Activity, High Mortgage"
10205,463,930775.0,1,0,0,0,0.0,1,12990.0,2,36.0,48,23.5,0.0314,0,6,-2.693959925374664,-0.1614192416998197,"Low Activity, Low Credit Score"
10394,357,301487.0,1,0,0,0,0.0,1,51881.0,3,61.0,24,12.0,0.0304,0,6,-2.4081851377226386,1.4378638997951998,"Low Activity, Low Credit Score"
10113,763,576191.0,5,0,0,1,0.0,1,55635.0,2,56.0,60,25.0,0.0259,0,0,-1.7754015390731057,-1.7605238673971166,"Low Activity, High Credit Score"
10717,718,1247784.0,44,1,0,1,1778.468099,1,15487.0,7,273.0,60,16.0,0.0385,0,4,2.4610020360116285,-1.2122566181827854,"High Activity, Very High Mortgage"
10081,815,360226.24,49,1,0,0,0.0,1,7613.42,4,407.0,60,5.0,0.0385,1,5,1.5521399410473786,2.1266230424448924,"High Activity, Low Mortgage"
10766,772,1202258.0,135,1,1,1,0.0,1,10211.0,5,101.0,60,5.0,0.0345,0,2,2.593184816488777,0.13970630771937145,"High Activity, High Mortgage"
10751,827,1001160.0,2,0,0,0,0.0,1,97.0,2,101.0,60,12.0,0.0279,0,0,-1.4792540151800324,-0.08383708962348659,"Low Activity, High Credit Score"
10249,812,51784.0,46,1,1,0,0.0,1,207723.0,6,417.0,60,17.0,0.0279,0,5,1.980185104301233,1.094576867438934,"High Activity, Low Mortgage"
10446,812,51785.0,46,1,1,0,0.0,1,207723.0,6,417.0,60,17.0,0.0279,0,5,1.9801852266894178,1.0945761233255635,"High Activity, Low Mortgage"
10694,808,210874.0,3,0,0,1,0.0,1,20082.0,2,61.0,60,25.0,0.0269,0,0,-1.7843764615629887,-1.3363172880787262,"Low Activity, High Credit Score"
10631,812,51789.0,46,1,1,0,0.0,1,207724.0,6,417.0,60,17.0,0.0279,0,5,1.980187400466717,1.0945711656176436,"High Activity, Low Mortgage"
10697,763,576201.0,5,0,0,1,0.0,1,55638.0,2,56.0,60,25.0,0.0259,0,0,-1.7753952625175762,-1.7605372522941374,"Low Activity, High Credit Score"
10328,818,360505.0,49,1,0,0,0.0,1,7697.0,4,408.0,60,5.0,0.0385,0,5,1.5599582629351016,2.128025061652705,"High Activity, Low Mortgage"
10182,571,610538.0,97,0,1,1,508.0,1,4410.0,6,79.0,60,16.0,0.0279,0,2,0.6729819015816085,-0.9236766089974958,"High Activity, High Mortgage"
10028,801,243846.84,2,0,0,0,0.0,1,259.4366667,2,48.16666667,60,24.0,0.0385,1,0,-1.9167232054235332,0.528894813873068,"Low Activity, High Credit Score"
10340,812,51794.0,46,1,1,0,0.0,1,207726.0,6,417.0,60,17.0,0.0279,0,5,1.9801913808567615,1.094563482541914,"High Activity, Low Mortgage"
10225,818,360511.0,49,1,0,0,0.0,1,7699.0,4,408.0,60,5.0,0.0385,0,5,1.5599623657133304,2.1280166344636053,"High Activity, Low Mortgage"
10499,763,576209.0,5,0,0,1,0.0,1,55640.0,2,56.0,60,25.0,0.0259,0,0,-1.7753909149629774,-1.7605471677099775,"Low Activity, High Credit Score"
10755,768,402226.0,1,0,0,0,0.0,1,281.0,1,41.0,60,16.0,0.0385,0,0,-1.8960471227521365,0.8626571284211928,"Low Activity, High Credit Score"
10370,768,402228.0,1,0,0,0,0.0,1,281.0,1,41.0,60,16.0,0.0385,0,0,-1.8960468779757673,0.8626556401944524,"Low Activity, High Credit Score"
10532,718,1247806.0,44,1,0,1,1778.468099,1,15494.0,7,273.0,60,16.0,0.0385,0,4,2.461016518123616,-1.2122868574580055,"High Activity, Very High Mortgage"
10264,704,811267.0,2,0,0,0,0.0,1,123.0,1,61.0,12,4.0,0.0279,0,3,-2.1293993626426326,1.8383622245192264,"Moderate Activity, Moderate Mortgage"
10756,804,244137.0,2,0,0,0,0.0,1,346.0,2,50.0,60,24.0,0.0385,0,0,-1.906757310449353,0.531797860919864,"Low Activity, High Credit Score"
10641,767,648722.0,6,1,0,1,0.0,1,409155.0,5,123.0,60,15.0,0.0279,0,1,0.978551443962994,-1.6805573962229008,"Moderate Activity, High Mortgage"
10068,794,290758.15,2,0,0,0,0.0,1,145.07,2,79.0,24,4.0,0.0279,1,3,-1.6821756042835563,1.857656005013734,"Moderate Activity, Moderate Mortgage"
10350,767,648726.0,6,1,0,1,0.0,1,409156.0,5,123.0,60,15.0,0.0279,0,1,0.9785536177402933,-1.6805623539308217,"Moderate Activity, High Mortgage"
10705,763,576219.0,5,0,0,1,0.0,1,55643.0,2,56.0,60,25.0,0.0259,0,0,-1.7753846384074474,-1.760560552606998,"Low Activity, High Credit Score"
10044,764,648431.64,6,1,0,1,0.0,1,409067.67,5,122.0,60,15.0,0.0279,1,1,0.970725386530225,-1.6819433540114723,"Moderate Activity, High Mortgage"
10556,797,291055.0,2,0,0,0,0.0,1,234.0,2,80.0,24,4.0,0.0279,0,3,-1.6743460577921714,1.859033963499429,"Moderate Activity, Moderate Mortgage"
10517,718,1247815.0,44,1,0,1,1778.468099,1,15496.0,7,273.0,60,16.0,0.0385,0,4,2.4610209880664002,-1.2122975169872166,"High Activity, Very High Mortgage"
10562,804,244149.0,2,0,0,0,0.0,1,350.0,2,50.0,60,24.0,0.0385,0,0,-1.906749104892894,0.5317810065416642,"Low Activity, High Credit Score"
10062,680,274263.55,25,1,1,0,0.0,1,32584.34,4,175.0,24,10.0,0.0385,1,3,0.4749732723898757,3.122355345383659,"Moderate Activity, Moderate Mortgage"
10585,463,930815.0,1,0,0,0,0.0,1,13002.0,2,37.0,48,23.5,0.0314,0,6,-2.6913654352327483,-0.1596542755121287,"Low Activity, Low Credit Score"
10590,558,311055.0,1,0,0,0,0.0,1,373.0,2,37.0,60,25.0,0.0269,0,6,-2.702411079234629,-0.42250116273678584,"Low Activity, Low Credit Score"
10725,818,360531.0,49,1,0,0,0.0,1,7705.0,4,409.0,60,5.0,0.0385,0,5,1.5625443027441885,2.1298083704453377,"High Activity, Low Mortgage"
10773,571,610564.0,97,0,1,1,508.0,1,4418.0,6,80.0,60,16.0,0.0279,0,2,0.6755679413906955,-0.9218933002048639,"High Activity, High Mortgage"
10405,808,210907.0,3,0,0,1,0.0,1,20092.0,2,62.0,60,25.0,0.0269,0,0,-1.7817861965874877,-1.3345431505885648,"Low Activity, High Credit Score"
10368,804,244154.0,2,0,0,0,0.0,1,352.0,2,50.0,60,24.0,0.0385,0,0,-1.906745124502849,0.5317733234659345,"Low Activity, High Credit Score"
10359,767,648741.0,6,1,0,1,0.0,1,409160.0,5,124.0,60,15.0,0.0279,0,1,0.9811315743811061,-1.6787629348733601,"Moderate Activity, High Mortgage"
10501,763,576233.0,5,0,0,1,0.0,1,55648.0,2,57.0,60,25.0,0.0259,0,0,-1.7728051199302606,-1.7587623706906057,"Low Activity, High Credit Score"
10649,812,51823.0,46,1,1,0,0.0,1,207734.0,6,418.0,60,17.0,0.0279,0,5,1.9827777878304036,1.0963445589944343,"High Activity, Low Mortgage"
10400,763,576234.0,5,0,0,1,0.0,1,55648.0,2,57.0,60,25.0,0.0259,0,0,-1.7728049975420752,-1.758763114803976,"Low Activity, High Credit Score"
10061,715,1247516.94,44,1,0,1,1778.468099,1,15406.83,7,272.0,60,16.0,0.0385,1,4,2.453190889271418,-1.2136740995946675,"High Activity, Very High Mortgage"
10593,463,930825.0,1,0,0,0,0.0,1,13005.0,2,37.0,48,23.5,0.0314,0,6,-2.691359158677219,-0.1596676604091493,"Low Activity, Low Credit Score"
10503,763,576238.0,5,0,0,1,0.0,1,55649.0,2,57.0,60,25.0,0.0259,0,0,-1.7728028237647757,-1.7587680725118966,"Low Activity, High Credit Score"
10300,447,1509875.0,4,0,0,0,0.0,1,96934.0,2,37.0,60,25.0,0.0259,0,6,-2.5775384298466664,-1.5785574962495648,"Low Activity, Low Credit Score"
10063,742,202761.09,88,1,0,1,0.0,1,117859.48,7,297.0,60,7.0,0.0279,1,5,2.372928899175921,-0.21428787109614253,"High Activity, Low Mortgage"
10250,767,648749.0,6,1,0,1,0.0,1,409163.0,5,124.0,60,15.0,0.0279,0,1,0.9811376061602652,-1.6787748315436397,"Moderate Activity, High Mortgage"
10453,767,648749.0,6,1,0,1,0.0,1,409163.0,5,124.0,60,15.0,0.0279,0,1,0.9811376061602652,-1.6787748315436397,"Moderate Activity, High Mortgage"
10551,745,203080.0,88,1,0,1,0.0,1,117955.0,7,299.0,60,7.0,0.0279,0,5,2.3833416285103133,-0.21112087844237765,"High Activity, Low Mortgage"
10646,812,51832.0,46,1,1,0,0.0,1,207737.0,6,418.0,60,17.0,0.0279,0,5,1.982783941997748,1.0963319182107847,"High Activity, Low Mortgage"
10204,357,301541.0,1,0,0,0,0.0,1,51898.0,3,62.0,24,12.0,0.0304,0,6,-2.405580513023333,1.4396085421235114,"Low Activity, Low Credit Score"
10637,812,51835.0,46,1,1,0,0.0,1,207738.0,6,418.0,60,17.0,0.0279,0,5,1.9827859933868621,1.096327704616234,"High Activity, Low Mortgage"
10383,828,901146.0,111,1,0,1,2148.674206,1,212392.0,8,62.0,48,10.5,0.0309,0,4,3.3243332054655323,-1.90126200046253,"High Activity, Very High Mortgage"
10693,763,576247.0,5,0,0,1,0.0,1,55652.0,2,57.0,60,25.0,0.0259,0,0,-1.7727966695974313,-1.7587807132955462,"Low Activity, High Credit Score"
10544,767,648756.0,6,1,0,1,0.0,1,409165.0,5,124.0,60,15.0,0.0279,0,1,0.9811418313266796,-1.6787840028461103,"Moderate Activity, High Mortgage"
10460,827,1001215.0,2,0,0,0,0.0,1,114.0,2,102.0,60,12.0,0.0279,0,0,-1.476649268092543,-0.08209319140854568,"Low Activity, High Credit Score"
10036,354,301220.19,1,0,0,0,0.0,1,51801.17,3,60.0,24,12.0,0.0304,1,6,-2.415995681229452,1.4364455587284646,"Low Activity, Low Credit Score"
10769,772,1202314.0,135,1,1,1,0.0,1,10228.0,5,102.0,60,5.0,0.0345,0,2,2.5957896859644505,0.1414494618209417,"High Activity, High Mortgage"
10754,827,1001216.0,2,0,0,0,0.0,1,114.0,2,102.0,60,12.0,0.0279,0,0,-1.4766491457043582,-0.08209393552191606,"Low Activity, High Credit Score"
10687,558,311078.0,1,0,0,0,0.0,1,380.0,2,37.0,60,25.0,0.0269,0,6,-2.7023964747344555,-0.42253214612537676,"Low Activity, Low Credit Score"
10133,683,274593.0,25,1,1,0,0.0,1,32683.0,4,177.0,24,10.0,0.0385,0,3,0.4853925801608558,3.125508273943563,"Moderate Activity, Moderate Mortgage"
10156,767,648762.0,6,1,0,1,0.0,1,409167.0,5,124.0,60,15.0,0.0279,0,1,0.9811459341049094,-1.6787924300352104,"Moderate Activity, High Mortgage"
10488,463,930848.0,1,0,0,0,0.0,1,13012.0,2,37.0,48,23.5,0.0314,0,6,-2.691344554177046,-0.15969864379774001,"Low Activity, Low Credit Score"
10688,447,1509897.0,4,0,0,0,0.0,1,96941.0,2,37.0,60,25.0,0.0259,0,6,-2.5775239477346776,-1.5785877355247853,"Low Activity, Low Credit Score"
10764,571,610595.0,97,0,1,1,508.0,1,4427.0,6,80.0,60,16.0,0.0279,0,2,0.6755868934454676,-0.9219341990092952,"High Activity, High Mortgage"
10331,818,360564.0,49,1,0,0,0.0,1,7715.0,4,409.0,60,5.0,0.0385,0,5,1.5625651837998915,2.1297640021597264,"High Activity, Low Mortgage"
10380,828,901160.0,111,1,0,1,2148.674206,1,212396.0,8,62.0,48,10.5,0.0309,0,4,3.324341655798362,-1.9012803430674703,"High Activity, Very High Mortgage"
10138,718,1247855.0,44,1,0,1,1778.468099,1,15508.0,7,274.0,60,16.0,0.0385,0,4,2.463615478208316,-1.2105325507995255,"High Activity, Very High Mortgage"
10681,357,301561.0,1,0,0,0,0.0,1,51903.0,3,62.0,24,12.0,0.0304,0,6,-2.405569644136836,1.4395837535839093,"Low Activity, Low Credit Score"
10760,764,118758.0,2,0,0,0,0.0,1,427.0,1,39.0,48,10.0,0.0385,0,0,-1.8097871313844995,1.7243825838435818,"Low Activity, High Credit Score"
10567,804,244193.0,2,0,0,0,0.0,1,363.0,2,50.0,60,24.0,0.0385,0,0,-1.9067218248934779,0.5317225092456623,"Low Activity, High Credit Score"
10115,763,576270.0,5,0,0,1,0.0,1,55659.0,2,57.0,60,25.0,0.0259,0,0,-1.7727820650972583,-1.7588116966841365,"Low Activity, High Credit Score"
10127,683,274611.0,25,1,1,0,0.0,1,32689.0,4,177.0,24,10.0,0.0385,0,3,0.4854048884955447,3.125482992376263,"Moderate Activity, Moderate Mortgage"
10288,571,610606.0,97,0,1,1,508.0,1,4430.0,6,80.0,60,16.0,0.0279,0,2,0.6755932923891818,-0.9219483280196858,"High Activity, High Mortgage"
10306,808,210949.0,3,0,0,1,0.0,1,20105.0,2,62.0,60,25.0,0.0269,0,0,-1.7817591613644401,-1.3346001596578259,"Low Activity, High Credit Score"
10601,809,210950.0,3,0,0,1,0.0,1,20105.0,2,62.0,60,25.0,0.0269,0,0,-1.7800676877933315,-1.3346153918641404,"Low Activity, High Credit Score"
10261,813,51866.0,46,1,1,0,0.0,1,207747.0,6,418.0,60,17.0,0.0279,0,5,1.9844962966245592,1.096272317718859,"High Activity, Low Mortgage"
10507,764,576277.0,5,0,0,1,0.0,1,55661.0,2,57.0,60,25.0,0.0259,0,0,-1.77108648874792,-1.7588353560795515,"Low Activity, High Credit Score"
10586,559,311104.0,1,0,0,0,0.0,1,388.0,2,37.0,60,25.0,0.0269,0,6,-2.7006884676622445,-0.4225818312014615,"Low Activity, Low Credit Score"
10000,742,202761.09,88,1,0,1,0.0,1,117859.48,7,297.0,60,7.0,0.0279,1,5,2.372928899175921,-0.21428787109614253,"High Activity, Low Mortgage"
10343,813,51867.0,46,1,1,0,0.0,1,207748.0,6,418.0,60,17.0,0.0279,0,5,1.9844981032373041,1.0962695923510497,"High Activity, Low Mortgage"
10252,813,51867.0,46,1,1,0,0.0,1,207748.0,6,418.0,60,17.0,0.0279,0,5,1.9844981032373041,1.0962695923510497,"High Activity, Low Mortgage"
10033,460,930511.4,1,0,0,0,0.0,1,12910.99,2,35.0,48,23.5,0.0314,1,6,-2.701768694951264,-0.16284159599911344,"Low Activity, Low Credit Score"
10008,761,118413.5,2,0,0,0,0.0,1,324.0366667,1,37.66666667,48,10.0,0.0385,1,0,-1.8185026062555332,1.7224617173780157,"Low Activity, High Credit Score"
10030,769,1201987.73,135,1,1,1,0.0,1,10130.21,5,100.0,60,5.0,0.0345,1,2,2.5853722326632664,0.13829244328915963,"High Activity, High Mortgage"
10774,829,901182.0,111,1,0,1,2148.674206,1,212403.0,8,62.0,48,10.5,0.0309,0,4,3.3260474890932734,-1.9013250704356353,"High Activity, Very High Mortgage"
10017,805,210600.05,3,0,0,1,0.0,1,20000.0,2,60.0,60,25.0,0.0269,1,0,-1.7921915336887362,-1.3377260168538643,"Low Activity, High Credit Score"
10185,572,610619.0,97,0,1,1,508.0,1,4434.0,6,80.0,60,16.0,0.0279,0,2,0.6772929715167499,-0.9219804146042012,"High Activity, High Mortgage"
10514,719,1247881.0,44,1,0,1,1778.468099,1,15516.0,7,274.0,60,16.0,0.0385,0,4,2.465323485280527,-1.21058223587561,"High Activity, Very High Mortgage"
10515,684,274628.0,25,1,1,0,0.0,1,32694.0,4,177.0,24,10.0,0.0385,0,3,0.48710674140041244,3.125445948083828,"Moderate Activity, Moderate Mortgage"
10471,765,118778.0,2,0,0,0,0.0,1,433.0,1,39.0,48,10.0,0.0385,0,0,-1.808083227090517,1.7243413259565972,"Low Activity, High Credit Score"
10211,809,210969.0,3,0,0,1,0.0,1,20111.0,2,62.0,60,25.0,0.0269,0,0,-1.7800552570704578,-1.3346414175448114,"Low Activity, High Credit Score"
10647,768,648802.0,6,1,0,1,0.0,1,409179.0,5,124.0,60,15.0,0.0279,0,1,0.9828623915099504,-1.6788604577162358,"Moderate Activity, High Mortgage"
10450,768,648806.0,6,1,0,1,0.0,1,409180.0,5,124.0,60,15.0,0.0279,0,1,0.9828645652872495,-1.6788654154241567,"Moderate Activity, High Mortgage"
10495,358,301597.0,1,0,0,0,0.0,1,51914.0,3,62.0,24,12.0,0.0304,0,6,-2.403855360509095,1.4395206836108039,"Low Activity, Low Credit Score"
10354,746,203140.0,88,1,0,1,0.0,1,117973.0,7,299.0,60,7.0,0.0279,0,5,2.3850706390264116,-0.21121567591744408,"High Activity, Low Mortgage"
10176,769,402319.0,1,0,0,0,0.0,1,309.0,1,42.0,60,16.0,0.0385,0,0,-1.8917278472605357,0.8643364684362876,"Low Activity, High Credit Score"
10472,773,1202368.0,135,1,1,1,0.0,1,10244.0,5,102.0,60,5.0,0.0345,0,2,2.597514593702322,0.1413630915349756,"High Activity, High Mortgage"
10679,559,311131.0,1,0,0,0,0.0,1,396.0,2,37.0,60,25.0,0.0269,0,6,-2.7006716893847718,-0.42261777229797276,"Low Activity, Low Credit Score"
10223,719,1247898.0,44,1,0,1,1778.468099,1,15521.0,7,274.0,60,16.0,0.0385,0,4,2.465333987002471,-1.2106047920751013,"High Activity, Very High Mortgage"
10314,809,210982.0,3,0,0,1,0.0,1,20115.0,2,62.0,60,25.0,0.0269,0,0,-1.780046929125814,-1.3346590160363814,"Low Activity, High Credit Score"
9996,805,210600.05,3,0,0,1,0.0,1,20000.0,2,60.0,60,25.0,0.0269,1,0,-1.7921915336887362,-1.3377260168538643,"Low Activity, High Credit Score"
10290,464,930899.0,1,0,0,0,0.0,1,13027.0,2,37.0,48,23.5,0.0314,0,6,-2.6896216978282905,-0.15978080048915635,"Low Activity, Low Credit Score"
10539,746,203149.0,88,1,0,1,0.0,1,117976.0,7,299.0,60,7.0,0.0279,0,5,2.385076793193757,-0.21122831670109415,"High Activity, Low Mortgage"
10240,819,360620.0,49,1,0,0,0.0,1,7731.0,4,409.0,60,5.0,0.0385,0,5,1.5642903363141298,2.129676143647019,"High Activity, Low Mortgage"
10538,768,648828.0,6,1,0,1,0.0,1,409187.0,5,124.0,60,15.0,0.0279,0,1,0.9828790473992378,-1.678895654699377,"Moderate Activity, High Mortgage"
10592,358,301617.0,1,0,0,0,0.0,1,51920.0,3,62.0,24,12.0,0.0304,0,6,-2.403842807398036,1.4394939138167626,"Low Activity, Low Credit Score"
